severity,category,element_id,labels,node_id,node_name,property,detail,value_sample
low,long_text_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1424,['Leistungsanforderung'],la_montierbarkeit,la_montierbarkeit,candidate_source_urls,Text/list property is 558 characters.,"[""https://opalis.eu/sites/default/files/2022-02/FCRBE-General_introduction.pdf"",""https://opalis.eu/sites/default/files/2022-01/2.40_en_-_reclaimed_solid_terracotta_brick_v01_0.pdf"",""https://recreate-project.eu/project-p…"
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14246,['DossierEntityTarget'],det_8736bcf153d29b8fac0abdd4,Galldris / Galldris Group,exact_match_candidate_ids,Property is an empty list.,[]
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14247,['DossierEntityTarget'],det_799856817e53318b03160311,Reclaimed tubular steel columns,exact_match_candidate_ids,Property is an empty list.,[]
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14248,['DossierEntityTarget'],det_658b450fec215d54efe9241f,Stahlrohre,exact_match_candidate_ids,Property is an empty list.,[]
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14249,['DossierEntityTarget'],det_38143256c376dad3fbbc7d8b,Reuse von Stahlrohren / stockholder procurement,exact_match_candidate_ids,Property is an empty list.,[]
low,long_text_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1425,['PruefungNachweis'],pn_massaufnahme,pn_massaufnahme,candidate_source_urls,Text/list property is 558 characters.,"[""https://opalis.eu/sites/default/files/2022-02/FCRBE-General_introduction.pdf"",""https://opalis.eu/sites/default/files/2022-01/2.40_en_-_reclaimed_solid_terracotta_brick_v01_0.pdf"",""https://recreate-project.eu/project-p…"
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14250,['DossierEntityTarget'],det_b6b12c3579da8712f5bda48e,33.46 t reused steel,exact_match_candidate_ids,Property is an empty list.,[]
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14251,['DossierEntityTarget'],det_850eabc27cf00cb7356acb98,42.5 % / around 45 % reused steel,exact_match_candidate_ids,Property is an empty list.,[]
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14252,['DossierEntityTarget'],det_f4c475b79251e814493e0862,66 t / 99.2 t CO₂e saving,exact_match_candidate_ids,Property is an empty list.,[]
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14253,['DossierEntityTarget'],det_096443fa035c6e4467ea00ba,Independent testing + weld inspection,exact_match_candidate_ids,Property is an empty list.,[]
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14255,['DossierEntityTarget'],det_0fa325c386de26acc8facf7f,CE/UKCA marked,exact_match_candidate_ids,Property is an empty list.,[]
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14256,['DossierEntityTarget'],det_c347889deee28b123252f85a,"surface preparation, testing, weld inspection",exact_match_candidate_ids,Property is an empty list.,[]
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14257,['DossierEntityTarget'],det_38fa879a9e2ea02ace4359a2,keine Gebäudedemontage,exact_match_candidate_ids,Property is an empty list.,[]
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14258,['DossierEntityTarget'],det_f494944141c70f8af1c45cac,Reservation mismatch / design changes,exact_match_candidate_ids,Property is an empty list.,[]
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14259,['DossierEntityTarget'],det_6b81a38faad7b1b31f54551a,early engagement with Cleveland Steel,exact_match_candidate_ids,Property is an empty list.,[]
low,long_text_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1426,['PruefungNachweis'],pn_bohrbild_pruefung,pn_bohrbild_pruefung,candidate_source_urls,Text/list property is 558 characters.,"[""https://opalis.eu/sites/default/files/2022-02/FCRBE-General_introduction.pdf"",""https://opalis.eu/sites/default/files/2022-01/2.40_en_-_reclaimed_solid_terracotta_brick_v01_0.pdf"",""https://recreate-project.eu/project-p…"
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14260,['DossierEntityTarget'],det_a8080c506134cf423f9279a7,digitale Tools / BIM,exact_match_candidate_ids,Property is an empty list.,[]
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14261,['DossierEntityTarget'],det_771f3314383adb883ead6c2a,DISRUPT case study,exact_match_candidate_ids,Property is an empty list.,[]
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14262,['DossierEntityTarget'],det_4947a8bc19656b06b7dbab54,Lange Stützen aus reclaimed tubulars,exact_match_candidate_ids,Property is an empty list.,[]
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14263,['DossierEntityTarget'],det_ab34ae66608d9baa56bf6c92,Aussteifung / bracing members,exact_match_candidate_ids,Property is an empty list.,[]
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14266,['DossierEntityTarget'],det_3cf1a64a2862840b298d3045,Earth Friendly Concrete / low-cement concrete,exact_match_candidate_ids,Property is an empty list.,[]
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14267,['DossierEntityTarget'],det_05a96e9d203982824688982b,Elektrotechnische Anlagen,exact_match_candidate_ids,Property is an empty list.,[]
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14268,['DossierEntityTarget'],det_759f54757d76ea992fb1ebc9,wiederverwendete Stahlmenge,exact_match_candidate_ids,Property is an empty list.,[]
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14269,['DossierEntityTarget'],det_5d681779ea3133a76a84cac8,Anteil reused steel,exact_match_candidate_ids,Property is an empty list.,[]
low,long_text_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1427,['PruefungNachweis'],pn_schnittkantenpruefung,pn_schnittkantenpruefung,candidate_source_urls,Text/list property is 558 characters.,"[""https://opalis.eu/sites/default/files/2022-02/FCRBE-General_introduction.pdf"",""https://opalis.eu/sites/default/files/2022-01/2.40_en_-_reclaimed_solid_terracotta_brick_v01_0.pdf"",""https://recreate-project.eu/project-p…"
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14270,['DossierEntityTarget'],det_774126732190bb66937d80e3,Anteil salvaged structural steel,exact_match_candidate_ids,Property is an empty list.,[]
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14271,['DossierEntityTarget'],det_5c43b0457e1a86e6e4056245,weiterer Anteil laut Bourne,exact_match_candidate_ids,Property is an empty list.,[]
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14272,['DossierEntityTarget'],det_669e90a95c120bcd97cabc81,CO₂e-Einsparung,exact_match_candidate_ids,Property is an empty list.,[]
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14273,['DossierEntityTarget'],det_1cfba69b91ddbdf8c4d3abaa,verpasste zusätzliche Einsparung,exact_match_candidate_ids,Property is an empty list.,[]
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14274,['DossierEntityTarget'],det_25a5196153d1a1c3419dab8f,Höhe,exact_match_candidate_ids,Property is an empty list.,[]
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14275,['DossierEntityTarget'],det_f166785b9d827e6deba26e32,Umfang,exact_match_candidate_ids,Property is an empty list.,[]
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14276,['DossierEntityTarget'],det_4b79b6f7e2100715facb86b3,Länge Artwork,exact_match_candidate_ids,Property is an empty list.,[]
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14277,['DossierEntityTarget'],det_f3214fdf6392411d7ee7de36,Substation capacity,exact_match_candidate_ids,Property is an empty list.,[]
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14278,['DossierEntityTarget'],det_1d4f5bac0fdb3a47d830b21b,Stahlbauzeit,exact_match_candidate_ids,Property is an empty list.,[]
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14279,['DossierEntityTarget'],det_6b8e8d7cab2bf42eba903c2b,Terminwirkung,exact_match_candidate_ids,Property is an empty list.,[]
low,long_text_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1428,['PruefungNachweis'],pn_statik_nachweis,pn_statik_nachweis,candidate_source_urls,Text/list property is 558 characters.,"[""https://opalis.eu/sites/default/files/2022-02/FCRBE-General_introduction.pdf"",""https://opalis.eu/sites/default/files/2022-01/2.40_en_-_reclaimed_solid_terracotta_brick_v01_0.pdf"",""https://recreate-project.eu/project-p…"
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14280,['DossierEntityTarget'],det_d80da7e1fd1f4a6b5d129c63,Begrenzte Profilverfügbarkeit,exact_match_candidate_ids,Property is an empty list.,[]
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14282,['DossierEntityTarget'],det_1195275a0d9a219b64c526a3,Buyer inertia / business as usual,exact_match_candidate_ids,Property is an empty list.,[]
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14284,['DossierEntityTarget'],det_fab438ea948d95c5d4ee4c81,Unterschiedliche Kennwerte,exact_match_candidate_ids,Property is an empty list.,[]
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14285,['DossierEntityTarget'],det_623a1847d588a9d5c501c322,Brighton Waste House / Brighton Wild House,exact_match_candidate_ids,Property is an empty list.,[]
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14286,['DossierEntityTarget'],det_22adb11e4ab56dd0e16529bb,"University of Brighton City Campus, Grand Parade, Brighton",exact_match_candidate_ids,Property is an empty list.,[]
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14287,['DossierEntityTarget'],det_3328c66062aa42647551129c,permanentes Forschungs-/Demonstrationsgebäude,exact_match_candidate_ids,Property is an empty list.,[]
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14288,['DossierEntityTarget'],det_c0bed62df533adc22da20f4b,Gebäude aus über 85 % Abfall-/Überschussmaterial,exact_match_candidate_ids,Property is an empty list.,[]
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14289,['DossierEntityTarget'],det_b8411fdd9bd1b0f6094c9fe5,Stahl aus donor site 1 Broadgate,exact_match_candidate_ids,Property is an empty list.,[]
low,long_text_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1429,['Aufbereitungsverfahren'],av_stahl_pruefung_sortierung,av_stahl_pruefung_sortierung,candidate_source_urls,Text/list property is 558 characters.,"[""https://opalis.eu/sites/default/files/2022-02/FCRBE-General_introduction.pdf"",""https://opalis.eu/sites/default/files/2022-01/2.40_en_-_reclaimed_solid_terracotta_brick_v01_0.pdf"",""https://recreate-project.eu/project-p…"
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14290,['DossierEntityTarget'],det_35472c0370f9f92e00ab92d4,"Duncan Baker-Brown, Cat Fletcher/Freegle, Mears Group, Greater Brighton Metropolitan College, Studierende",exact_match_candidate_ids,Property is an empty list.,[]
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14293,['DossierEntityTarget'],det_3282ebd6c4682f7517a03cea,Abfall als Ressource / on-site reuse / living lab,exact_match_candidate_ids,Property is an empty list.,[]
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14294,['DossierEntityTarget'],det_98285a1b4ffd8bd037c38d72,Teppichfliesen,exact_match_candidate_ids,Property is an empty list.,[]
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14295,['DossierEntityTarget'],det_5def712f64471c192ceebe90,Vinylbanner,exact_match_candidate_ids,Property is an empty list.,[]
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14296,['DossierEntityTarget'],det_5ede06f07c3cd222bd07f006,"Betonblöcke, Holz, Sperrholz",exact_match_candidate_ids,Property is an empty list.,[]
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14297,['DossierEntityTarget'],det_5cc48e414d3f1d284df1f815,Zahnbürsten,exact_match_candidate_ids,Property is an empty list.,[]
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14298,['DossierEntityTarget'],det_2362d861f4b84387fbf0fa1f,Denim jeans,exact_match_candidate_ids,Property is an empty list.,[]
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14299,['DossierEntityTarget'],det_8573c63561c922b1e3e6b1e6,"Videokassetten, DVDs, Floppy Discs",exact_match_candidate_ids,Property is an empty list.,[]
low,long_text_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:143,['Aufbereitungsverfahren'],av_betonfertigteil_tagging_sortierung,Bauteil-Tagging + Sortierung,candidate_source_urls,Text/list property is 558 characters.,"[""https://opalis.eu/sites/default/files/2022-02/FCRBE-General_introduction.pdf"",""https://opalis.eu/sites/default/files/2022-01/2.40_en_-_reclaimed_solid_terracotta_brick_v01_0.pdf"",""https://recreate-project.eu/project-p…"
low,long_text_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1430,['Leistungsanforderung'],la_schweissbarkeit,la_schweissbarkeit,candidate_source_urls,Text/list property is 558 characters.,"[""https://opalis.eu/sites/default/files/2022-02/FCRBE-General_introduction.pdf"",""https://opalis.eu/sites/default/files/2022-01/2.40_en_-_reclaimed_solid_terracotta_brick_v01_0.pdf"",""https://recreate-project.eu/project-p…"
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14300,['DossierEntityTarget'],det_ee3a929b6b403daaee357178,"Fahrradschläuche, Polystyrol, Kaffeesatz",exact_match_candidate_ids,Property is an empty list.,[]
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14301,['DossierEntityTarget'],det_fa1226984e7d038ac87b70cd,EPC A,exact_match_candidate_ids,Property is an empty list.,[]
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14302,['DossierEntityTarget'],det_057f38adc07a70750d330768,Bestandsaufnahme,exact_match_candidate_ids,Property is an empty list.,[]
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14303,['DossierEntityTarget'],det_fa2b4b1530963a508e05cd68,Bauvorschriften / Dauerhaftigkeit,exact_match_candidate_ids,Property is an empty list.,[]
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14304,['DossierEntityTarget'],det_c3a89ca30b0ec8163b932d65,Monitoring / living laboratory,exact_match_candidate_ids,Property is an empty list.,[]
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14305,['DossierEntityTarget'],det_41cfb5a28bbf32b2f0f4314f,Holz / off-cut timber,exact_match_candidate_ids,Property is an empty list.,[]
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14306,['DossierEntityTarget'],det_80035d61ba61600335c2530e,Sperrholz / ply sheets,exact_match_candidate_ids,Property is an empty list.,[]
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14307,['DossierEntityTarget'],det_5bd639596c656b1915715e50,Teppichfliesen,exact_match_candidate_ids,Property is an empty list.,[]
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14308,['DossierEntityTarget'],det_f47b5d1635074c16a6b21a18,Vinylbanner,exact_match_candidate_ids,Property is an empty list.,[]
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14309,['DossierEntityTarget'],det_f7248e15f47354e2d3693f9d,Zahnbürsten,exact_match_candidate_ids,Property is an empty list.,[]
low,long_text_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1431,['PruefungNachweis'],pn_materialanalyse_pmi,pn_materialanalyse_pmi,candidate_source_urls,Text/list property is 558 characters.,"[""https://opalis.eu/sites/default/files/2022-02/FCRBE-General_introduction.pdf"",""https://opalis.eu/sites/default/files/2022-01/2.40_en_-_reclaimed_solid_terracotta_brick_v01_0.pdf"",""https://recreate-project.eu/project-p…"
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14310,['DossierEntityTarget'],det_0e54ad8c747fec5f36938861,Denim jeans,exact_match_candidate_ids,Property is an empty list.,[]
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14311,['DossierEntityTarget'],det_845ca7bc6b26d7e62aa4f1a4,Videokassetten / DVD cases / Floppy Discs,exact_match_candidate_ids,Property is an empty list.,[]
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14312,['DossierEntityTarget'],det_f0170da788550eef37390e94,Fahrradschläuche,exact_match_candidate_ids,Property is an empty list.,[]
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14313,['DossierEntityTarget'],det_fe359868440cee8abffc5c3a,Kaffeesatz-Arbeitsplatte,exact_match_candidate_ids,Property is an empty list.,[]
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14314,['DossierEntityTarget'],det_341a0d9163a1970ae65b9d12,Duvets / Bettdecken,exact_match_candidate_ids,Property is an empty list.,[]
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14315,['DossierEntityTarget'],det_4e2c8e84d4d558e25d8b46d2,Austernschalen-Wandfliesen,exact_match_candidate_ids,Property is an empty list.,[]
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14316,['DossierEntityTarget'],det_360b0dd46d0136ab0d695594,Luftdichtheit,exact_match_candidate_ids,Property is an empty list.,[]
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14317,['DossierEntityTarget'],det_4c381d1148e5850b318dfa3c,Abfall-/Überschussmaterial,exact_match_candidate_ids,Property is an empty list.,[]
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14318,['DossierEntityTarget'],det_76fecc1c622afbb238912d96,Alternative Angabe,exact_match_candidate_ids,Property is an empty list.,[]
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14319,['DossierEntityTarget'],det_04be6ccdbd69cf2b948903fa,Eröffnung,exact_match_candidate_ids,Property is an empty list.,[]
low,long_text_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1432,['PruefungNachweis'],pn_zugversuch,pn_zugversuch,candidate_source_urls,Text/list property is 558 characters.,"[""https://opalis.eu/sites/default/files/2022-02/FCRBE-General_introduction.pdf"",""https://opalis.eu/sites/default/files/2022-01/2.40_en_-_reclaimed_solid_terracotta_brick_v01_0.pdf"",""https://recreate-project.eu/project-p…"
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14320,['DossierEntityTarget'],det_bd5f92d50f17491d98a61800,Zahnbürsten,exact_match_candidate_ids,Property is an empty list.,[]
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14321,['DossierEntityTarget'],det_588f63afdb955348752de275,Denim,exact_match_candidate_ids,Property is an empty list.,[]
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14322,['DossierEntityTarget'],det_98fdac87a3e48cdf196ddf42,Videokassetten,exact_match_candidate_ids,Property is an empty list.,[]
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14323,['DossierEntityTarget'],det_817558326350f2d17b86d8a3,Teppichfliesen,exact_match_candidate_ids,Property is an empty list.,[]
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14324,['DossierEntityTarget'],det_2feb2c1967814069e40f149a,DVD cases,exact_match_candidate_ids,Property is an empty list.,[]
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14325,['DossierEntityTarget'],det_ad1f67f47971242eb18c3e4c,Floppy Discs,exact_match_candidate_ids,Property is an empty list.,[]
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14326,['DossierEntityTarget'],det_282fbee2b23b47f8c56b280b,Beteiligte junge Menschen,exact_match_candidate_ids,Property is an empty list.,[]
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14327,['DossierEntityTarget'],det_fedb15f48fef202fadb4df83,EPC,exact_match_candidate_ids,Property is an empty list.,[]
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14328,['DossierEntityTarget'],det_7c48222acde55236c490ebda,Bauvorschriften für Abfallmaterial,exact_match_candidate_ids,Property is an empty list.,[]
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14329,['DossierEntityTarget'],det_21e00e8f36a508fa4289ff7b,Materialsortierung,exact_match_candidate_ids,Property is an empty list.,[]
low,long_text_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1433,['PruefungNachweis'],pn_haertepruefung,pn_haertepruefung,candidate_source_urls,Text/list property is 558 characters.,"[""https://opalis.eu/sites/default/files/2022-02/FCRBE-General_introduction.pdf"",""https://opalis.eu/sites/default/files/2022-01/2.40_en_-_reclaimed_solid_terracotta_brick_v01_0.pdf"",""https://recreate-project.eu/project-p…"
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14330,['DossierEntityTarget'],det_94da8d9e5a59513dca233c6d,Dauerhaftigkeit,exact_match_candidate_ids,Property is an empty list.,[]
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14331,['DossierEntityTarget'],det_1b68d319d937e0ba06f58e1c,Bröthen twin-house,exact_match_candidate_ids,Property is an empty list.,[]
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14332,['DossierEntityTarget'],det_8c71dc6295618d91cd9c271e,"Bröthen / Hoyerswerda, Deutschland",exact_match_candidate_ids,Property is an empty list.,[]
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14333,['DossierEntityTarget'],det_e9fdcbd1c5bbf4785f031487,Doppelhaus / twin-house,exact_match_candidate_ids,Property is an empty list.,[]
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14334,['DossierEntityTarget'],det_880d3ba9084604a75e74b8b0,Wiederverwendung von P2-Plattenbauteilen,exact_match_candidate_ids,Property is an empty list.,[]
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14335,['DossierEntityTarget'],det_dc5cb3ee6b0c55d52dafd63f,26 Wandplatten,exact_match_candidate_ids,Property is an empty list.,[]
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14336,['DossierEntityTarget'],det_92339ad4c507e05ad26294ec,50 Deckenplatten,exact_match_candidate_ids,Property is an empty list.,[]
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14337,['DossierEntityTarget'],det_a42828411b4118b605af30ed,Stahlbetonfertigteile / P2-PC-System,exact_match_candidate_ids,Property is an empty list.,[]
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14338,['DossierEntityTarget'],det_8be8d210ebbdbe27297d368c,Spender: Massenwohnungsbau / Plattenbau,exact_match_candidate_ids,Property is an empty list.,[]
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14339,['DossierEntityTarget'],det_a00d8291e332cc9075c8c87e,ca. 6 km Spender–Empfänger,exact_match_candidate_ids,Property is an empty list.,[]
low,long_text_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1434,['PruefungNachweis'],pn_kerbschlag,pn_kerbschlag,candidate_source_urls,Text/list property is 558 characters.,"[""https://opalis.eu/sites/default/files/2022-02/FCRBE-General_introduction.pdf"",""https://opalis.eu/sites/default/files/2022-01/2.40_en_-_reclaimed_solid_terracotta_brick_v01_0.pdf"",""https://recreate-project.eu/project-p…"
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14340,['DossierEntityTarget'],det_0553f98d87e2da46bce37aa3,76 Platten; 2001; ca. 32 Jahre Bauteilalter,exact_match_candidate_ids,Property is an empty list.,[]
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14341,['DossierEntityTarget'],det_8d7a6dc50ff12ea2135d1a49,Wandplatten,exact_match_candidate_ids,Property is an empty list.,[]
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14342,['DossierEntityTarget'],det_32ca1d42146fc13a2744f40b,wiederverwendete Wandplatten,exact_match_candidate_ids,Property is an empty list.,[]
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14343,['DossierEntityTarget'],det_8761ff453b3d89b0e3523ae5,wiederverwendete Deckenplatten,exact_match_candidate_ids,Property is an empty list.,[]
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14344,['DossierEntityTarget'],det_a9ec60e9b821d666ce752a3b,wiederverwendete Bauteile gesamt,exact_match_candidate_ids,Property is an empty list.,[]
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14345,['DossierEntityTarget'],det_35c3b8b95c751367789730f2,dünne Quellenlage,exact_match_candidate_ids,Property is an empty list.,[]
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14346,['DossierEntityTarget'],det_522947da27dbfa48d744b682,Fertigteildemontage,exact_match_candidate_ids,Property is an empty list.,[]
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14347,['DossierEntityTarget'],det_b3b29c7d23b8acb12ea4ed1a,kurze Transportdistanz nötig,exact_match_candidate_ids,Property is an empty list.,[]
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14348,['DossierEntityTarget'],det_29472c685f59e4be5133f38a,CascadeUp / London secondary-timber glulam demonstrator,exact_match_candidate_ids,Property is an empty list.,[]
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14349,['DossierEntityTarget'],det_f565cbc6929ab5d811eff477,UCL Circular Economy Lab + UK CLT Pilot,exact_match_candidate_ids,Property is an empty list.,[]
low,long_text_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1435,['PruefungNachweis'],pn_ultraschall,pn_ultraschall,candidate_source_urls,Text/list property is 558 characters.,"[""https://opalis.eu/sites/default/files/2022-02/FCRBE-General_introduction.pdf"",""https://opalis.eu/sites/default/files/2022-01/2.40_en_-_reclaimed_solid_terracotta_brick_v01_0.pdf"",""https://recreate-project.eu/project-p…"
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14350,['DossierEntityTarget'],det_68910706bba59795408f4028,"London; UCL Festival of Engineering 2024, London Design Festival 2024, Futurebuild 2025",exact_match_candidate_ids,Property is an empty list.,[]
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14351,['DossierEntityTarget'],det_26451a20bdc2d794e0b15176,sekundäres Abbruchholz / reclaimed solid timber,exact_match_candidate_ids,Property is an empty list.,[]
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:14352,['DossierEntityTarget'],det_f259750fe5cf36cca3a17a83,glulamST-Tragwerksrahmen; CLST-Wand- und Bodenplatten,exact_match_candidate_ids,Property is an empty list.,[]
