"legacy_path","exists","covered_after_phase5","action","target_primary","target_secondary"
"meta\Dataview_Abfragen.md","True","True","keep_meta","meta/Dataview_Abfragen",""
"meta\Entity_Schema.md","True","True","keep_meta","meta/Entity_Schema",""
"meta\index.md","True","True","keep_meta","meta/index",""
"meta\Namenskonvention.md","True","True","keep_meta","meta/Namenskonvention",""
"meta\Recherche_Workflow.md","True","True","keep_meta","meta/Recherche_Workflow",""
"methode.md","True","True","merge_into_index","methode/index",""
"methode\Bauteilkatalogisierung.md","True","True","move_as_knot","methode/Bauteilkatalogisierung",""
"methode\Bestandserhalt.md","True","True","move_as_knot","reuse_strategie/Bestandserhalt","bewertungslogik_abgrenzung/Bestandserhalt_separat"
"methode\Building_Material_Scouting.md","True","True","move_as_knot","methode/Building_Material_Scouting",""
"methode\Design_for_Disassembly.md","True","True","move_as_knot","reuse_strategie/Design_for_Disassembly","methode/Design_for_Disassembly"
"methode\Form_Follows_Availability.md","True","True","move_as_knot","methode/Form_Follows_Availability",""
"methode\index.md","True","True","merge_into_index","methode/index",""
"methode\Materialinventur.md","True","True","move_as_knot","methode/Materialinventur",""
"methode\Materialpass.md","True","True","semantic_move","dokumenttyp/Materialpass","datenmodell/Materialpass_Schema"
"methode\ReUse_Assessment.md","True","True","move_as_knot","methode/ReUse_Assessment",""
"methode\Reversibilitaet.md","True","True","move_as_knot","methode/Reversibilitaet",""
"methode\Urban_Mining.md","True","True","move_as_knot","methode/Urban_Mining",""
"methode\Zirkulaere_Ausschreibung.md","True","True","move_as_knot","methode/Zirkulaere_Ausschreibung",""
"nachhaltiges-bauen.md","True","True","move_as_core","akteur/Nachhaltiges_Bauen","akteurtyp/Professur; programm_kontext/Lehre_Forschung"
"norm.md","True","True","merge_into_index","norm/index",""
"norm\Brandschutzanforderung.md","True","True","semantic_move","leistungsanforderung/Brandschutzanforderung","norm/linked_standard_if_named"
"norm\DIN_18940.md","True","True","move_as_knot","norm/DIN_18940",""
"norm\DIN_EN_15804.md","True","True","move_as_knot","norm/DIN_EN_15804",""
"norm\DIN_EN_15978.md","True","True","move_as_knot","norm/DIN_EN_15978",""
"norm\EN_15804.md","True","True","move_as_knot","norm/EN_15804",""
"norm\EU_Taxonomie.md","True","True","move_as_knot","rechtliche_bedingung/EU_Taxonomie","datenmodell/Taxonomie"
"norm\F90.md","True","True","semantic_move","leistungsanforderung/F90","norm/linked_standard_if_named"
"norm\Feuerwiderstand.md","True","True","semantic_move","leistungsanforderung/Feuerwiderstand","norm/linked_standard_if_named"
"norm\index.md","True","True","merge_into_index","norm/index",""
"norm\ISO_14040.md","True","True","move_as_knot","norm/ISO_14040",""
"norm\ISO_14044.md","True","True","move_as_knot","norm/ISO_14044",""
"norm\ISO_20887.md","True","True","move_as_knot","norm/ISO_20887",""
"norm\R90.md","True","True","semantic_move","leistungsanforderung/R90","norm/linked_standard_if_named"
"norm\REI90.md","True","True","semantic_move","leistungsanforderung/REI90","norm/linked_standard_if_named"
"norm\Wiederverwendungskriterien.md","True","True","move_as_knot","norm/Wiederverwendungskriterien",""
"ort.md","True","True","merge_into_index","ort/index",""
"ort\Barcelona.md","True","True","move_as_knot","ort/Barcelona",""
"ort\Basel.md","True","True","move_as_knot","ort/Basel",""
"ort\Berlin.md","True","True","move_as_knot","ort/Berlin",""
"ort\Berlin_Neukoelln.md","True","True","move_as_knot","ort/Berlin_Neukoelln",""
"ort\Bruessel.md","True","True","move_as_knot","ort/Bruessel",""
"ort\Deutschland.md","True","True","move_as_knot","ort/Deutschland",""
"ort\Europa.md","True","True","move_as_knot","ort/Europa",""
"ort\Evere.md","True","True","move_as_knot","ort/Evere",""
"ort\index.md","True","True","merge_into_index","ort/index",""
"ort\Kindl_Areal_Standort.md","True","True","move_as_knot","ort/Kindl_Areal_Standort",""
"ort\Mueggelsee.md","True","True","move_as_knot","ort/Mueggelsee",""
"ort\Scwheiz.md","True","True","move_as_knot","ort/Schweiz",""
"ort\Walkeweg.md","True","True","move_as_knot","ort/Walkeweg",""
"person.md","True","True","merge_into_index","akteur/index","akteurtyp/Person"
"person\1wiederverwendung_interviewkontakte_geprueft_erweitert.md","True","True","archive_as_source","quelle/1wiederverwendung_interviewkontakte_geprueft_erweitert",""
"person\A_reuse_priority_A_contacts2.md","True","True","archive_as_source","quelle/A_reuse_priority_A_contacts2",""
"person\B_Wiederverwendung_Interview_Prioritaet.md","True","True","archive_as_source","quelle/B_Wiederverwendung_Interview_Prioritaet",""
"person\C_Wiederverwendung_Interview_Prioritaet.md","True","True","archive_as_source","quelle/C_Wiederverwendung_Interview_Prioritaet",""
"person\cirkla_akteure_hohe_mittlere_relevanz.md","True","True","archive_as_source","quelle/cirkla_akteure_hohe_mittlere_relevanz",""
"person\desiree_mann.md","True","True","move_as_core","akteur/desiree_mann","akteurtyp/Person"
"person\ellen_macarthur.md","True","True","move_as_core","akteur/ellen_macarthur","akteurtyp/Person"
"person\fred_mudge.md","True","True","move_as_core","akteur/fred_mudge","akteurtyp/Person"
"person\full updated 2 wiederverwendung_akteursliste_sterne_einliste.md","True","True","archive_as_source","quelle/full_updated_2_wiederverwendung_akteursliste_sterne_einliste",""
"person\full updated 3 wiederverwendung_akteursliste_sterne_einliste.md","True","True","archive_as_source","quelle/full_updated_3_wiederverwendung_akteursliste_sterne_einliste",""
"person\full updated 4 v2 wiederverwendung_akteursliste_sterne_einliste.md","True","True","archive_as_source","quelle/full_updated_4_v2_wiederverwendung_akteursliste_sterne_einliste",""
"person\full updated 4 wiederverwendung_akteursliste_sterne_einliste.md","True","True","archive_as_source","quelle/full_updated_4_wiederverwendung_akteursliste_sterne_einliste",""
"person\full updated wiederverwendung_akteursliste_sterne_einliste.md","True","True","archive_as_source","quelle/full_updated_wiederverwendung_akteursliste_sterne_einliste",""
"person\gj_bart_van_den_brink.md","True","True","move_as_core","akteur/gj_bart_van_den_brink","akteurtyp/Person"
"person\interviewkontakte_entwerfen_mit_bestand.md","True","True","archive_as_source","quelle/interviewkontakte_entwerfen_mit_bestand",""
"person\last wiederverwendung_interview_links_aktualisiert.md","True","True","archive_as_source","quelle/last_wiederverwendung_interview_links_aktualisiert",""
"person\lets wiederverwendung_must_interview_tragende_bauteile.md","True","True","archive_as_source","quelle/lets_wiederverwendung_must_interview_tragende_bauteile",""
"person\patrick_teuffel.md","True","True","move_as_core","akteur/patrick_teuffel","akteurtyp/Person"
"person\README.md","True","True","archive_as_source","quelle/README",""
"person\wiederverwendung_must_interview_prioritaet.md","True","True","archive_as_source","quelle/wiederverwendung_must_interview_prioritaet",""
"person\wiederverwendung_must_interview_prioritaet_direkt_reuse.md","True","True","archive_as_source","quelle/wiederverwendung_must_interview_prioritaet_direkt_reuse",""
"person\wiederverwendung_must_interview_prioritaet_erweitert.md","True","True","archive_as_source","quelle/wiederverwendung_must_interview_prioritaet_erweitert",""
"person\wiederverwendung_prioritaet_kompakt.md","True","True","archive_as_source","quelle/wiederverwendung_prioritaet_kompakt",""
"person\wiederverwendung_structural_elements_filtered.md","True","True","archive_as_source","quelle/wiederverwendung_structural_elements_filtered",""
"professur.md","True","True","merge_into_index","akteurtyp/Professur","programm_kontext/Lehre_Forschung"
"projekt.md","True","True","merge_into_index","projekt_and_bauaufgabe_intervention/index","bauaufgabe_intervention/index"
"projekt\Aufstockung.md","True","True","semantic_move","bauaufgabe_intervention/Aufstockung",""
"projekt\index.md","True","True","merge_into_index","bauaufgabe_intervention/index",""
"projekt\Pilotprojekt.md","True","True","semantic_move","kontextmerkmal/Pilotprojekt",""
"projekt\Temporarer_Wiedereinbau.md","True","True","semantic_move","reuse_einsatzstatus/Temporaer","reuse_strategie/Temporaerer_Wiedereinbau"
"projekt\Umbau.md","True","True","semantic_move","bauaufgabe_intervention/Umbau",""
"projekt\Umnutzung.md","True","True","semantic_move","bauaufgabe_intervention/Umnutzung",""
"prompts.md","True","True","archive_as_source","meta_or_90_import_rohdaten/prompts",""
"prozessphase.md","True","True","merge_into_index","prozessphase/index",""
"prozessphase\Aufbereitung.md","True","True","move_as_knot","prozessphase/Aufbereitung",""
"prozessphase\Ausschreibung.md","True","True","move_as_knot","prozessphase/Ausschreibung",""
"prozessphase\Bestandserfassung.md","True","True","move_as_knot","prozessphase/Bestandserfassung",""
"prozessphase\Betrieb_und_Rueckbauplanung.md","True","True","move_as_knot","prozessphase/Betrieb_und_Rueckbauplanung",""
"prozessphase\Entwurf.md","True","True","move_as_knot","prozessphase/Entwurf",""
"prozessphase\index.md","True","True","merge_into_index","prozessphase/index",""
"prozessphase\Lagerung.md","True","True","move_as_knot","prozessphase/Lagerung",""
"prozessphase\Rueckbau.md","True","True","move_as_knot","prozessphase/Rueckbau",""
"prozessphase\Transport.md","True","True","move_as_knot","prozessphase/Transport",""
"prozessphase\Wiedereinbau.md","True","True","move_as_knot","prozessphase/Wiedereinbau",""
"pruefung\Abbrandbemessung.md","True","True","move_as_knot","pruefung_nachweis/Abbrandbemessung",""
"pruefung\Brandnachweis.md","True","True","move_as_knot","pruefung_nachweis/Brandnachweis",""
"pruefung\Eignungspruefung_Baulehm.md","True","True","move_as_knot","pruefung_nachweis/Eignungspruefung_Baulehm",""
"pruefung\Geometrische_Vermessung.md","True","True","move_as_knot","pruefung_nachweis/Geometrische_Vermessung",""
"pruefung\index.md","True","True","merge_into_index","pruefung_nachweis/index",""
"pruefung\Materialpruefung.md","True","True","move_as_knot","pruefung_nachweis/Materialpruefung",""
"pruefung\Schadstoffscreening.md","True","True","move_as_knot","pruefung_nachweis/Schadstoffscreening",""
"pruefung\Schweissbarkeitspruefung.md","True","True","move_as_knot","pruefung_nachweis/Schweissbarkeitspruefung",""
"pruefung\Sichtpruefung.md","True","True","move_as_knot","pruefung_nachweis/Sichtpruefung",""
"pruefung\Statische_Nachweisfuehrung.md","True","True","move_as_knot","pruefung_nachweis/Statische_Nachweisfuehrung",""
"pruefung\Zugversuch.md","True","True","move_as_knot","pruefung_nachweis/Zugversuch",""
"pruefung\Zustandsbewertung.md","True","True","move_as_knot","pruefung_nachweis/Zustandsbewertung",""
"prüfung.md","True","True","merge_into_index","pruefung_nachweis/index",""
"recht.md","True","True","merge_into_index","rechtliche_bedingung/index",""
"recht\Bauordnungsrecht.md","True","True","move_as_knot","rechtliche_bedingung/Bauordnungsrecht",""
"recht\Gewaehrleistung.md","True","True","move_as_knot","rechtliche_bedingung/Gewaehrleistung",""
"recht\index.md","True","True","merge_into_index","rechtliche_bedingung/index",""
"recht\Produkthaftung.md","True","True","move_as_knot","rechtliche_bedingung/Produkthaftung",""
"recht\Vergaberecht.md","True","True","move_as_knot","rechtliche_bedingung/Vergaberecht",""
"recht\Zulassung_im_Einzelfall.md","True","True","move_as_knot","rechtliche_bedingung/Zulassung_im_Einzelfall",""
"reuse_strategie\Adaptives_ReUse.md","True","True","move_as_knot","reuse_strategie/Adaptives_ReUse",""
"reuse_strategie\Design_for_Disassembly.md","True","True","move_as_knot","reuse_strategie/Design_for_Disassembly",""
"reuse_strategie\Direkte_Wiederverwendung.md","True","True","move_as_knot","reuse_strategie/Direkte_Wiederverwendung",""
"reuse_strategie\index.md","True","True","merge_into_index","reuse_strategie/index",""
"reuse_strategie\Refurbishment.md","True","True","move_as_knot","reuse_strategie/Refurbishment",""
"reuse_strategie\Umnutzung.md","True","True","move_as_knot","reuse_strategie/Umnutzung",""
"reuse_strategie\Weiterbauen_im_Bestand.md","True","True","move_as_knot","reuse_strategie/Weiterbauen_im_Bestand",""
"reuse-strategie.md","True","True","merge_into_index","reuse_strategie/index",""
"schadstoff.md","True","True","merge_into_index","schadstoff/index",""
"schadstoff\Asbest.md","True","True","move_as_knot","schadstoff/Asbest",""
"schadstoff\Bleifarbe.md","True","True","move_as_knot","schadstoff/Bleifarbe",""
"schadstoff\Holzschutzmittel.md","True","True","move_as_knot","schadstoff/Holzschutzmittel",""
"schadstoff\index.md","True","True","merge_into_index","schadstoff/index",""
"schadstoff\PAK.md","True","True","move_as_knot","schadstoff/PAK",""
"schadstoff\PCB.md","True","True","move_as_knot","schadstoff/PCB",""
"software.md","True","True","merge_into_index","software_digitaltool/index","tooltyp/index"
"software\klimaschutz-konfigurator\index.md","True","True","move_as_core","software_digitaltool/klimaschutz_konfigurator",""
"software\one-click-lca\index.md","True","True","move_as_core","software_digitaltool/one_click_lca",""
"software\Rhino.md","True","True","move_as_core","software_digitaltool/Rhino",""
"software\sia-261-bezugshöhe\index.md","True","True","move_as_core","software_digitaltool/sia_261_bezugshoehe",""
"tool.md","True","True","merge_into_index","software_digitaltool/index","tooltyp/index"
"tools\mirakel.md","True","True","move_as_core","software_digitaltool/mirakel",""
"tools\recreate_studio.md","True","True","move_as_core","software_digitaltool/recreate_studio",""
"tragwerkssystem.md","True","True","merge_into_index","bauweise_bausystem_tragwerk/index",""
"tragwerkssystem\Aufstockung_in_Holzbauweise.md","True","True","semantic_split","bauaufgabe_intervention/Aufstockung","bauweise/Holzbauweise; tragwerkstyp/Holztragwerk"
"tragwerkssystem\Betonfertigteil_System.md","True","True","semantic_split","bausystem/Betonfertigteil_System","tragwerkstyp/Betonfertigteiltragwerk; bauteiltyp/Betonfertigteil"
"tragwerkssystem\Dachtragwerk_und_Fachwerk.md","True","True","semantic_split","tragwerkstyp/Dachtragwerk","tragwerksprinzip/Fachwerk; bauteiltyp/Fachwerktraeger"
"tragwerkssystem\Design_for_Disassembly.md","True","True","semantic_split","reuse_strategie/Design_for_Disassembly","methode/Design_for_Disassembly; tragwerkstyp/Demontierbares_Tragwerk"
"tragwerkssystem\Holz_Skelettbau.md","True","True","semantic_split","bausystem/Holz_Skelettbau","tragwerkstyp/Holz_Skeletttragwerk; material/Holz"
"tragwerkssystem\index.md","True","True","merge_into_index","bauweise_bausystem_tragwerk/index",""
"tragwerkssystem\Reversible_Fuegung.md","True","True","semantic_split","fuegung_verbindung/Reversible_Fuegung","tragwerkstyp/Demontierbares_Tragwerk"
"tragwerkssystem\Skelettbauweise.md","True","True","semantic_split","tragwerksprinzip/Skelettbauweise","tragwerkstyp/Skeletttragwerk"
"tragwerkssystem\Stahl_Skelettbau.md","True","True","semantic_split","bausystem/Stahl_Skelettbau","tragwerkstyp/Stahl_Skeletttragwerk; material/Stahl"
"tragwerkssystem\to_sort\Betonfertigteile.md","True","True","semantic_review_split","bauteiltyp/Betonfertigteil","bausystem/Betonfertigteil_System"
"tragwerkssystem\to_sort\Deckenplatten.md","True","True","semantic_review_split","bauteiltyp/Deckenplatte","tragwerkstyp/Plattentragwerk"
"tragwerkssystem\to_sort\Holztragwerk.md","True","True","semantic_review_split","tragwerkstyp/Holztragwerk","material/Holz"
"tragwerkssystem\to_sort\index.md","True","True","merge_into_index","bauweise_bausystem_tragwerk/index",""
"tragwerkssystem\to_sort\Ortbeton.md","True","True","semantic_review_split","bauweise/Ortbetonbauweise","tragwerkstyp/Ortbetontragwerk; material/Beton"
"tragwerkssystem\to_sort\Tragende_Wände_Kerne.md","True","True","semantic_review_split","bauteiltyp/Tragende_Wand","bauteiltyp/Kern; tragwerksprinzip/Wand_Kern_Tragwerk"
"tragwerkssystem\to_sort\Träger.md","True","True","semantic_review_split","bauteiltyp/Traeger",""
"tragwerkssystem\Tragende_Wand.md","True","True","semantic_split","bauteiltyp/Tragende_Wand","tragwerksprinzip/Wandtragwerk"
"verbindung.md","True","True","merge_into_index","fuegung_verbindung/index",""
"verbindung\index.md","True","True","merge_into_index","fuegung_verbindung/index",""
"verbindung\Klemmverbindung.md","True","True","move_as_knot","fuegung_verbindung/Klemmverbindung",""
"verbindung\Stahlseil.md","True","True","move_as_knot","fuegung_verbindung/Stahlseil",""
"verbindung\Steckverbindung.md","True","True","move_as_knot","fuegung_verbindung/Steckverbindung",""
"verbindung\Verleimung.md","True","True","move_as_knot","fuegung_verbindung/Verleimung",""
"verbindung\Vermoertelung.md","True","True","move_as_knot","fuegung_verbindung/Vermoertelung",""
"verbindung\Verschraubung.md","True","True","move_as_knot","fuegung_verbindung/Verschraubung",""
"verbindung\Verschweissung.md","True","True","move_as_knot","fuegung_verbindung/Verschweissung",""
"werkzeug.md","True","True","merge_into_index","software_digitaltool/index","tooltyp/index"
"werkzeug\BIM.md","True","True","semantic_move","software_digitaltool/BIM","datenmodell_or_methode_review"
"werkzeug\Bonsai_BlenderBIM.md","True","True","semantic_move","software_digitaltool/Bonsai_BlenderBIM","datenmodell_or_methode_review"
"werkzeug\CMEx.md","True","True","semantic_move","software_digitaltool/CMEx",""
"werkzeug\Concular_Plattform.md","True","True","semantic_move","software_digitaltool/Concular_Plattform",""
"werkzeug\Cycle_Up.md","True","True","semantic_move","software_digitaltool/Cycle_Up",""
"werkzeug\Dataview.md","True","True","semantic_move","software_digitaltool/Dataview",""
"werkzeug\DGNB_Gebaeuderessourcenpass.md","True","True","semantic_move","dokumenttyp/Gebaeuderessourcenpass","zertifizierung_bewertungssystem/DGNB"
"werkzeug\Excess_Materials_Exchange.md","True","True","semantic_move","software_digitaltool/Excess_Materials_Exchange",""
"werkzeug\GIS_Urban_Mining.md","True","True","semantic_move","software_digitaltool/GIS_Urban_Mining","datenmodell_or_methode_review"
"werkzeug\Globechain.md","True","True","semantic_move","software_digitaltool/Globechain",""
"werkzeug\IFC_Viewer.md","True","True","semantic_move","software_digitaltool/IFC_Viewer",""
"werkzeug\IfcOpenShell.md","True","True","semantic_move","software_digitaltool/IfcOpenShell",""
"werkzeug\index.md","True","True","merge_into_index","software_digitaltool/index",""
"werkzeug\Klimaschutz_Konfigurator.md","True","True","semantic_move","software_digitaltool/Klimaschutz_Konfigurator",""
"werkzeug\Library_of_Reuse.md","True","True","semantic_move","software_digitaltool/Library_of_Reuse",""
"werkzeug\Loopfront.md","True","True","semantic_move","software_digitaltool/Loopfront",""
"werkzeug\Maconda_Materialpass.md","True","True","semantic_move","software_digitaltool/Maconda_Materialpass",""
"werkzeug\Maconda_ROMULUS.md","True","True","semantic_move","software_digitaltool/Maconda_ROMULUS",""
"werkzeug\Madaster_Plattform.md","True","True","semantic_move","software_digitaltool/Madaster_Plattform",""
"werkzeug\Material_Index.md","True","True","semantic_move","software_digitaltool/Material_Index",""
"werkzeug\Material_Reuse_Portal.md","True","True","semantic_move","software_digitaltool/Material_Reuse_Portal",""
"werkzeug\Materialdatenbank.md","True","True","semantic_move","software_digitaltool/Materialdatenbank",""
"werkzeug\One_Click_Lca.md","True","True","semantic_move","software_digitaltool/One_Click_Lca",""
"werkzeug\One_Click_LCA_Building_Circularity.md","True","True","semantic_move","software_digitaltool/One_Click_LCA_Building_Circularity",""
"werkzeug\Opalis_Plattform.md","True","True","semantic_move","software_digitaltool/Opalis_Plattform",""
"werkzeug\Platform_CB23.md","True","True","semantic_move","software_digitaltool/Platform_CB23",""
"werkzeug\Pre_Demolition_Audit_Tools.md","True","True","semantic_move","software_digitaltool/Pre_Demolition_Audit_Tools","datenmodell_or_methode_review"
"werkzeug\Qflow.md","True","True","semantic_move","software_digitaltool/Qflow",""
"werkzeug\QR_RFID_Materialtracking.md","True","True","semantic_move","software_digitaltool/QR_RFID_Materialtracking","datenmodell_or_methode_review"
"werkzeug\Restado.md","True","True","semantic_move","software_digitaltool/Restado",""
"werkzeug\ReUse_Toolkit.md","True","True","semantic_move","software_digitaltool/ReUse_Toolkit",""
"werkzeug\Reusefully_LINK.md","True","True","semantic_move","software_digitaltool/Reusefully_LINK",""
"werkzeug\Rheaply.md","True","True","semantic_move","software_digitaltool/Rheaply",""
"werkzeug\Rhino.md","True","True","semantic_move","software_digitaltool/Rhino",""
"werkzeug\RotorDB.md","True","True","semantic_move","software_digitaltool/RotorDB",""
"werkzeug\RotorDC.md","True","True","semantic_move","software_digitaltool/RotorDC",""
"werkzeug\SalvoWEB.md","True","True","semantic_move","software_digitaltool/SalvoWEB",""
"werkzeug\Speckle.md","True","True","semantic_move","software_digitaltool/Speckle",""
"werkzeug\Superyard.md","True","True","semantic_move","software_digitaltool/Superyard",""
"werkzeug\Upcyclea.md","True","True","semantic_move","software_digitaltool/Upcyclea",""
"werkzeug\Urban_Mining_Index.md","True","True","semantic_move","software_digitaltool/Urban_Mining_Index",""
"wirtschaft.md","True","True","merge_into_index","wirtschaft/index",""
"wirtschaft\Finanzierung.md","True","True","move_as_knot","wirtschaft/Finanzierung",""
"wirtschaft\Geschaeftsmodell.md","True","True","move_as_knot","wirtschaft/Geschaeftsmodell",""
"wirtschaft\index.md","True","True","merge_into_index","wirtschaft/index",""
"wirtschaft\Kostenvergleich.md","True","True","move_as_knot","wirtschaft/Kostenvergleich",""
"wirtschaft\Lebenszykluskosten.md","True","True","move_as_knot","wirtschaft/Lebenszykluskosten",""
"wirtschaft\Preisbildung.md","True","True","move_as_knot","wirtschaft/Preisbildung",""
"wirtschaft\Restwert.md","True","True","move_as_knot","wirtschaft/Restwert",""
