"source","relation","target","raw_label","confidence","resolution_rule","legacy_path"
"reuse_einsatz/Verbiest_Karreveld_Brussels__002__Karreveld_abgeh_ngte_Decken_Leuchten","has_prozessphase","prozessphase/Rueckbau","ausgebaut, gelagert, wiedereingebaut","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Verbiest_Karreveld_Brussels__002__Karreveld_abgeh_ngte_Decken_Leuchten","has_prozessphase","prozessphase/Wiedereinbau","ausgebaut, gelagert, wiedereingebaut","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Verbiest_Karreveld_Brussels__006__Verbiest_Dachfliesen","has_prozessphase","prozessphase/Rueckbau","zurückgewonnen und wiederverwendet","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Verbiest_Karreveld_Brussels__007__Verbiest_Terrassenfliesen","has_prozessphase","prozessphase/Rueckbau","zurückgewonnen","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Verbiest_Karreveld_Brussels__008__Verbiest_Gel_nder","has_prozessphase","prozessphase/Rueckbau","geborgen und eingebaut","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Verbiest_Karreveld_Brussels__008__Verbiest_Gel_nder","has_prozessphase","prozessphase/Wiedereinbau","geborgen und eingebaut","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Verbiest_Karreveld_Brussels__009__Verbiest_Fliesen","has_prozessphase","prozessphase/Rueckbau","geborgen und wiederverwendet","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Verbiest_Karreveld_Brussels__010__Verbiest_Steine","has_prozessphase","prozessphase/Rueckbau","geborgen","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Verbiest_Karreveld_Brussels__011__Verbiest_dekorative_Fliesen","has_prozessphase","prozessphase/Rueckbau","geborgen und eingebaut","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Verbiest_Karreveld_Brussels__011__Verbiest_dekorative_Fliesen","has_prozessphase","prozessphase/Wiedereinbau","geborgen und eingebaut","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Verbiest_Karreveld_Brussels__013__Verbiest_Industriegew_chshaus","has_prozessphase","prozessphase/Aufbereitung","Teil des Dachs ersetzt","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Villa_Welpeloo_Enschede__001__Stahltr_ger_Stahlrahmen","has_prozessphase","prozessphase/Rueckbau","Demontage, Zuschnitt/Anpassung unbekannt","rule_medium","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Villa_Welpeloo_Enschede__001__Stahltr_ger_Stahlrahmen","has_prozessphase","prozessphase/Aufbereitung","Demontage, Zuschnitt/Anpassung unbekannt","rule_medium","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Villa_Welpeloo_Enschede__002__Holzfassade","has_prozessphase","prozessphase/Identifikation","Auswahl, Zuschnitt, Montage; Zusatzleisten für Wartung","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Villa_Welpeloo_Enschede__002__Holzfassade","has_prozessphase","prozessphase/Aufbereitung","Auswahl, Zuschnitt, Montage; Zusatzleisten für Wartung","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Villa_Welpeloo_Enschede__002__Holzfassade","has_prozessphase","prozessphase/Wiedereinbau","Auswahl, Zuschnitt, Montage; Zusatzleisten für Wartung","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Villa_Welpeloo_Enschede__004__Polystyrol_D_mmplatten","has_prozessphase","prozessphase/Aufbereitung","Zuschnitt","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Villa_Welpeloo_Enschede__005__Alte_Werbetafeln_billboard_boards","has_prozessphase","prozessphase/Aufbereitung","Zuschnitt","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Villa_Welpeloo_Enschede__006__Regenschirmrippen_Leuchten","has_prozessphase","prozessphase/Aufbereitung","künstlerische Umnutzung","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Woongroep_Boschgaard_Den_Bosch__001__Dachspanten_Kniespanten","has_prozessphase","prozessphase/Rueckbau","Ausbau, Transport, Lagerung, Anpassung","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Woongroep_Boschgaard_Den_Bosch__001__Dachspanten_Kniespanten","has_prozessphase","prozessphase/Transport","Ausbau, Transport, Lagerung, Anpassung","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Woongroep_Boschgaard_Den_Bosch__001__Dachspanten_Kniespanten","has_prozessphase","prozessphase/Lagerung","Ausbau, Transport, Lagerung, Anpassung","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Woongroep_Boschgaard_Den_Bosch__001__Dachspanten_Kniespanten","has_prozessphase","prozessphase/Aufbereitung","Ausbau, Transport, Lagerung, Anpassung","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Woongroep_Boschgaard_Den_Bosch__002__Aluminium_Fassadensystem","has_prozessphase","prozessphase/Rueckbau","Demontage, Anpassung an neuen Entwurf","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Woongroep_Boschgaard_Den_Bosch__002__Aluminium_Fassadensystem","has_prozessphase","prozessphase/Aufbereitung","Demontage, Anpassung an neuen Entwurf","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Woongroep_Boschgaard_Den_Bosch__003__HSB_Holz_Balken","has_prozessphase","prozessphase/Identifikation","Sortieren, Zuschnitt, ggf. Behandlung","rule_medium","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Woongroep_Boschgaard_Den_Bosch__003__HSB_Holz_Balken","has_prozessphase","prozessphase/Aufbereitung","Sortieren, Zuschnitt, ggf. Behandlung","rule_medium","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Woongroep_Boschgaard_Den_Bosch__005__T_ren_Schiebet_ren","has_prozessphase","prozessphase/Aufbereitung","Aufarbeitung, Anpassung","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Woongroep_Boschgaard_Den_Bosch__006__K_chenbl_cke","has_prozessphase","prozessphase/Aufbereitung","Reinigung, Anpassung","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Woongroep_Boschgaard_Den_Bosch__007__WC_Sanit_r","has_prozessphase","prozessphase/Aufbereitung","Reinigung, Anschlussanpassung","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Zinneke_Feder_Masui4ever_Brussels__001__Stahltr_ger","has_prozessphase","prozessphase/Aufbereitung","Zuschnitt/Anpassung wahrscheinlich, Details unbekannt","rule_medium","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Zinneke_Feder_Masui4ever_Brussels__004__Stahl_Treppen","has_prozessphase","prozessphase/Transport","Transport, Einpassung","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Zinneke_Feder_Masui4ever_Brussels__004__Stahl_Treppen","has_prozessphase","prozessphase/Aufbereitung","Transport, Einpassung","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Zinneke_Feder_Masui4ever_Brussels__006__Eichenparkett","has_prozessphase","prozessphase/Aufbereitung","Reinigung, Sortierung, Verlegung","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Zinneke_Feder_Masui4ever_Brussels__006__Eichenparkett","has_prozessphase","prozessphase/Identifikation","Reinigung, Sortierung, Verlegung","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Zinneke_Feder_Masui4ever_Brussels__006__Eichenparkett","has_prozessphase","prozessphase/Wiedereinbau","Reinigung, Sortierung, Verlegung","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Zinneke_Feder_Masui4ever_Brussels__009__L_ftungsgruppe","has_prozessphase","prozessphase/Rueckbau","Ausbau, Transport, Wiedereinbau","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Zinneke_Feder_Masui4ever_Brussels__009__L_ftungsgruppe","has_prozessphase","prozessphase/Transport","Ausbau, Transport, Wiedereinbau","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Zinneke_Feder_Masui4ever_Brussels__009__L_ftungsgruppe","has_prozessphase","prozessphase/Wiedereinbau","Ausbau, Transport, Wiedereinbau","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
